,hike_name,region,length,elevation gain,rating,number_votes,features,which_pass,lat,long,numReports,url
1844,Buckner Orchard Walk,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.3405,-120.7025,0,http://www.wta.org/go-hiking/hikes/buckner-orchard-walk
1845,Bennington Lake,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.0660,-118.2644,3,http://www.wta.org/go-hiking/hikes/bennington-lake
1846,Alpine Lookout,Central Cascades,NR,NR,3.29 out of 5,(7 votes) Log in to rate,[],NR,47.7923,-120.7944,59,http://www.wta.org/go-hiking/hikes/alpine-lakes-high-route
1847,Abercrombie Mountain Trail,Eastern Washington,NR,NR,2.57 out of 5,(7 votes) Log in to rate,[],NR,48.9060,-117.5208,7,http://www.wta.org/go-hiking/hikes/abercrombie
1848,Amabilis Mountain Snowshoe,Snoqualmie Region,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,47.2965,-121.2889,86,http://www.wta.org/go-hiking/hikes/amabilis-mt
1849,Agnes Gorge,Central Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,48.3807,-120.8403,10,http://www.wta.org/go-hiking/hikes/agnes-gorge
1850,Alta Vista Loop,Mount Rainier Area,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,46.7860,-121.7350,33,http://www.wta.org/go-hiking/hikes/alta-vista-loop
1851,Ala Spit,Puget Sound and Islands,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,48.3987,-122.5865,6,http://www.wta.org/go-hiking/hikes/ala-spit
1852,Alki Crest,Mount Rainier Area,NR,NR,2.50 out of 5,(2 votes) Log in to rate,[],NR,46.9819,-121.9421,6,http://www.wta.org/go-hiking/hikes/alki-crest
1853,Alger Alp (South Route),Puget Sound and Islands,NR,NR,3.14 out of 5,(7 votes) Log in to rate,[],NR,48.6200,-122.3400,46,http://www.wta.org/go-hiking/hikes/alger-alp-south-route
1854,Abernathy Pass via Cedar Creek,North Cascades,NR,NR,3.75 out of 5,(8 votes) Log in to rate,[],NR,48.5792,-120.4787,8,http://www.wta.org/go-hiking/hikes/abernathy-pass
1855,Alta Mountain,Snoqualmie Region,NR,NR,4.58 out of 5,(12 votes) Log in to rate,[],NR,47.3980,-121.2843,116,http://www.wta.org/go-hiking/hikes/alta-mountain
1856,Al Borlin Park,Puget Sound and Islands,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,47.8491,-121.9707,3,http://www.wta.org/go-hiking/hikes/al-borlin-park
1857,Cooper Lake Snowshoe,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/cooper-lake-snowshoe
1858,Oakes Peak,North Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/oakes-peak
1859,Boulder Creek Trail,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/boulder-creek-trail
1860,Mount Spokane State Park - Day Mountain Road,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/mount-spokane-state-park-day-mountain-road
1861,Mount Spokane State Park - Trail 131,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/mount-spokane-state-park-trail-131
1862,John Wayne Trail - Easton,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/john-wayne-trail-easton
1863,Mount Si - Creekside Loop,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4880,-121.7231,1,http://www.wta.org/go-hiking/hikes/mount-si-creekside-loop
1864,Yellow Banks,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/yellow-banks
1865,Yakima Area Arboretum and Botanical Garden,Central Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/yakima-area-arboretum-and-botanical-garden
1866,Chetwoot Lake,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/chetwoot-lake
1867,Scott Creek,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/scott-creek
1868,Pea Soup Lake,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/pea-soup-lake
1869,Old Kettle Falls Trail,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/old-kettle-falls-trail
1870,Wildcat Mountain,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/wildcat-mountain
1871,Two Dollar Trail,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.6767,-122.4830,8,http://www.wta.org/go-hiking/hikes/two-dollar-trail
1872,Port Susan Nature Conservancy,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/port-susan-nature-conservancy
1873,Camp Sekani Park,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/camp-sekani-park
1874,John C. Shields Park (Minnehaha),Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/john-c-shields-park-minnehaha
1875,Glacier Gap,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/glacier-gap
1876,Newton Creek-Elk Meadows Loop,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/newton-creek-elk-meadows-loop
1877,Tamanawas Falls,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/tamanawas-falls
1878,Thunder Basin,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/thunder-basin
1879,PCT - Stevens Pass to Pear Lake,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/pct-stevens-pass-to-pear-lake
1880,Ladies Pass,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,8,http://www.wta.org/go-hiking/hikes/ladies-pass
1881,Pine Canyon,Central Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.8249,-120.6680,2,http://www.wta.org/go-hiking/hikes/pine-canyon
1882,Herman Creek,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/herman-creek
1883,Haystack Ridge Lookout Site,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/haystack-ridge-lookout-site
1884,Goat Island,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/goat-island
1885,Foam Creek Trail,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/foam-creek-trail
1886,Sycamore Access Trail,Issaquah Alps,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/sycamore-access-trail
1887,Fort Spokane,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/fort-spokane
1888,Horseshoe Tunnel,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/horseshoe-tunnel
1889,Goat Marsh Research Area,South Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/goat-marsh-research-area
1890,Goddards Peak,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/goddards-peak
1891,Gisela's Arch,South Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/giselas-arch
1892,Chinook Bend Natural Area,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/chinook-bend-natural-area
1893,LeBar Horse Camp Trail,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4169,-123.3294,1,http://www.wta.org/go-hiking/hikes/lebar-horse-camp-trail
1894,Balfour Klickitat Day Use Area,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/balfour-klickitat-day-use-area
1895,Ravensdale Retreat Natural area,South Cascades,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/ravensdale-retreat-natural-area
1896,John Wayne Trail - South Cle Elum Trailhead,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/iron-horse-trail-south-cle-elum-trailhead
1897,Waptus Lake,Snoqualmie Region,NR,NR,4.33 out of 5,(3 votes) Log in to rate,[],NR,47.3837,-121.1001,23,http://www.wta.org/go-hiking/hikes/waptus-lake
1898,Glines Canyon Overlook Trail,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/glines-canyon-overlook-trail
1899,Mystery Bay State Park,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/mystery-bay-state-park
1900,Sultan River Canyon Trail,Central Cascades,NR,NR,3.50 out of 5,(2 votes) Log in to rate,[],NR,47.9733,-121.6844,28,http://www.wta.org/go-hiking/hikes/sultan-river-canyon-trail
1901,Surveyors Lake Snowshoe,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.3907,-121.3964,1,http://www.wta.org/go-hiking/hikes/surveyors-lake-snowshoe
1902,Pebble Creek,Mount Rainier Area,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/pebble-creek-hike
1903,Old Miners Trail,Issaquah Alps,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/old-miners-trail-c-11
1904,Skagit-Sauk Reach Trail,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/skagit-sauk-reach-trail
1905,East Lake Sammamish Trail,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/east-lake-sammamish-trail
1906,Joy Ride Trail,Issaquah Alps,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/joy-ride-trail
1907,Salal Trail,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/salal-trail
1908,La Rush/Bear Lakes,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/la-rush-bear-lakes
1909,Bear Lake,South Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/bear-lake-4
1910,Silver Creek,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/silver-creek-trail
1911,Round Butte,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/round-butte
1912,Norse Peak Lollipop via Goat Lakes Trail,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.9716,-121.4946,4,http://www.wta.org/go-hiking/hikes/norse-peak-lollipop-via-goat-lakes-trail
1913,Irene Rinehart Riverfront Park,Central Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.9785,-120.5673,2,http://www.wta.org/go-hiking/hikes/irene-rinehart-riverfront-park
1914,Little Spokane River Natural Area: Waikiki Springs,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.7717,-117.4209,3,http://www.wta.org/go-hiking/hikes/little-spokane-river-natural-area-waikiki-springs
1915,Olympic Adventure Route,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/olympic-adventure-route
1916,Owl Mountain,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/owl-mountain
1917,Wonderland Trail,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.7849,-121.7351,188,http://www.wta.org/go-hiking/hikes/wonderland-trail-thru-hike
1918,Swofford Pond,South Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/swofford-pond
1919,Lakes Basin Loop,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/lakes-basin-loop-eagle-cap-wilderness
1920,Grouse Mountain,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/grouse-mountain-n-fork-umatilla-wilderness
1921,Timothy Lake Loop,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/timothy-lake-loop
1922,"Everett Arboretum, Grand Ave Park, Everett Community College, Legion Park",Puget Sound and Islands,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,48.0119,-122.2043,8,http://www.wta.org/go-hiking/hikes/everett-arboretum-grand-ave-park-evcc-legion-park
1923,Silver Lake Loop to McCullum Park,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/silver-lake-loop-to-mc-cullum-park
1924,Chief Sealth Trail,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/chief-sealth-trail
1925,UW Bothell-Cascadia Community College Wetlands,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/uw-bothell-cascadia-community-college-wetlands
1926,Lost Lake #78,South Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/lost-lake-78
1927,Scriber Lake,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/scriber-lake
1928,Robinswood Park,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/robinswood-park-1
1929,Columbia River Waterfront Renaissance Trail,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/columbia-river-waterfront-renaissance-trail
1930,Oxbow Regional Park,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/oxbow-regional-park
1931,Sahale Peak,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.4820,-121.0804,4,http://www.wta.org/go-hiking/hikes/sahale-peak
1932,Colchuck Peak,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/colchuck-peak
1933,Stiletto Lake,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/stiletto-lake
1934,Surprise Lake,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.0236,-121.8609,6,http://www.wta.org/go-hiking/hikes/surprise-lake-3
1935,Fortune Peak via Esmeralda Basin (Esmerelda),Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4292,-120.9377,9,http://www.wta.org/go-hiking/hikes/fortune-peak-via-esmeralda-basin-esmerelda-1394
1936,Razorback Mountain Snowshoe,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/razorback-mountain-snowshoe
1937,Corax Peak,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/corax-peak
1938,Cabinet Peak,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.6387,-120.8513,2,http://www.wta.org/go-hiking/hikes/cabinet-peak
1939,Harold Engles Memorial Cedars,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/harold-engles-memorial-cedars
1940,Preston-Snoqualmie,Issaquah Alps,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/preston-snoqualmie
1941,Liberty Cap,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/liberty-cap-1562.2
1942,Soda Springs,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/soda-springs-trail-975
1943,Wonderland Trail - Mowich to Longmire,Mount Rainier Area,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,9,http://www.wta.org/go-hiking/hikes/wonderland-trail-mowich-to-longmire
1944,Deception Pass State Park - Fidalgo Island Side,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.4137,-122.6486,13,http://www.wta.org/go-hiking/hikes/deception-pass-state-park-fidalgo-island-side
1945,Conboy Lake National Wildlife Refuge,South Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,45.9731,-121.3419,4,http://www.wta.org/go-hiking/hikes/conboy-lake-national-wildlife-refuge
1946,The Eaglet,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/the-eaglet
1947,Moss Lake Loop,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.0351,-121.5614,3,http://www.wta.org/go-hiking/hikes/moss-lake-loop
1948,Blowdown Mountain Road,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,10,http://www.wta.org/go-hiking/hikes/blowdown-mountain-road
1949,Kangaroo Temple,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.5143,-120.6425,4,http://www.wta.org/go-hiking/hikes/kangaroo-temple
1950,Mutton Mountain,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,10,http://www.wta.org/go-hiking/hikes/mutton-mountain
1951,Cripple Creek Falls,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/cripple-creek-falls
1952,Mazama Ridge - Narada Falls Trail Loop,Mount Rainier Area,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,46.7867,-121.7336,8,http://www.wta.org/go-hiking/hikes/mazama-ridge-narada-falls-trail-loop
1953,Fawn Lake,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/fawn-lake
1954,Ashnola River,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/ashnola-river
1955,Fox Lakes,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/fox-lakes
1956,Methow Pass,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/methow-pass
1957,Grindstone Mountain,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.6070,-120.8845,15,http://www.wta.org/go-hiking/hikes/grindstone-mountain
1958,Greenway Mountain,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4364,-121.6612,8,http://www.wta.org/go-hiking/hikes/greenway-mountain
1959,English Boom,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/english-boom
1960,Ivanhoe Lake,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,9,http://www.wta.org/go-hiking/hikes/ivanhoe-lake
1961,Lake Wilderness Park,Issaquah Alps,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.3799,-122.0403,2,http://www.wta.org/go-hiking/hikes/lake-wilderness-park
1962,North Mountain Lookout,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.3088,-121.6111,8,http://www.wta.org/go-hiking/hikes/north-mountain-lookout
1963,Wenatchee River Road,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.6875,-120.7349,2,http://www.wta.org/go-hiking/hikes/wenatchee-river-road
1964,Colchuck Glacier,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,10,http://www.wta.org/go-hiking/hikes/colchuck-galcier
1965,Tin Cup Joe Falls,Snoqualmie Region,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/tin-cup-joe-falls
1966,Lumiere Ridge,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/lumiere-ridge
1967,Lake Victoria,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.6076,-120.8497,4,http://www.wta.org/go-hiking/hikes/lake-victoria
1968,Sweet Chariot,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.4272,-121.3700,1,http://www.wta.org/go-hiking/hikes/sweet-chariot
1969,Mount Prophet,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/mount-prophet
1970,Silver King,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.9383,-121.4743,2,http://www.wta.org/go-hiking/hikes/crystal-mountain-silver-creek-silver-king
1971,Jetty Island,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.0039,-122.2283,6,http://www.wta.org/go-hiking/hikes/jetty-island
1972,Mount Ruth,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.8977,-121.6755,10,http://www.wta.org/go-hiking/hikes/mount-ruth
1973,Granite and Trico Peaks,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,9,http://www.wta.org/go-hiking/hikes/granite-and-trico-peaks
1974,Thirteenmile via Bear Pot,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.4813,-118.7281,4,http://www.wta.org/go-hiking/hikes/thirteenmile-via-bear-pot-trailhead
1975,Pablo Creek,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/pablo-creek
1976,Gold Lake,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/gold-lake
1977,Lower Tuscohatchie Lake,Snoqualmie Region,NR,NR,4.67 out of 5,(3 votes) Log in to rate,[],NR,47.4133,-121.4424,56,http://www.wta.org/go-hiking/hikes/lower-tuscohatchie-lake-1011
1978,Granite Mountain Potholes,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/granite-mtn-potholes
1979,Mount Hinman,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,13,http://www.wta.org/go-hiking/hikes/mount-hinman
1980,Dungeon Peak,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/dungeon-peak
1981,North Kitsap Heritage Park,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.7800,-122.5509,5,http://www.wta.org/go-hiking/hikes/north-kitsap-heritage-park
1982,Mount Ballard,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.7064,-120.9177,2,http://www.wta.org/go-hiking/hikes/mount-ballard
1983,PCT - Snoqualmie Pass to Park Lakes,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/pct-snoqualmie-pass-to-park-lakes-1
1984,Sixteen Mile,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/sixteen-mile
1985,Hamlin Park,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.7466,-122.3102,4,http://www.wta.org/go-hiking/hikes/hamlin-park-shoreline
1986,Fairfax Ghost Town,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/fairfax-ghost-town
1987,Wonderland Trail - Box Canyon to Indian Bar,Mount Rainier Area,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,46.7656,-121.6357,14,http://www.wta.org/go-hiking/hikes/wonderland-trail-box-canyon-to-indian-bar
1988,Chilean Memorial,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.9643,-124.6635,9,http://www.wta.org/go-hiking/hikes/chilean-memorial
